QuickFLow Export
Version: 1.0.0
Project name: 794b
Date: sex fev 5 12:10:42 2016

--------------------------------------------------------------------------------
Network: A1
Bars: 793
Lines: 792
--------------------------------------------------------------------------------

             Id  Voltage_A_Abs Voltage_A_Phas  Voltage_B_Abs Voltage_B_Phas  Voltage_C_Abs Voltage_C_Phas  Current_A_Abs Current_A_Phas  Current_B_Abs Current_B_Phas  Current_C_Abs Current_C_Phas    Load_A_Real    Load_A_Imag    Load_B_Real    Load_B_Imag    Load_C_Real    Load_C_Imag   Shunt_A_Real   Shunt_A_Imag   Shunt_B_Real   Shunt_B_Imag   Shunt_C_Real   Shunt_C_Imag              
            100    7616.667524   -3.814347824     7793.18736   -122.0743124    7848.290649    118.5007019              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            101    7616.646096   -3.814418161     7793.02849   -122.0746809    7848.232391    118.4995827              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            102    7616.646096   -3.814418161     7793.02849   -122.0746809    7848.232391    118.4995827   0.6920645629    23.07392466   0.6920645629    23.07392466   0.6920645629    23.07392466        5072.86        2161.03        5072.86        2161.03        5072.86        2161.03              0              0              0              0              0              0              
            103    7616.515514   -3.815441229    7793.205997   -122.0750447    7848.188592    118.5008797              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            104    7616.468124   -3.815596836    7792.854546   -122.0758596    7848.059671     118.498404    1.614583402    23.07391049    1.614583402    23.07391049    1.614583402    23.07391049       11834.96        5041.67       11834.96        5041.67       11834.96        5041.67              0              0              0              0              0              0              
            105    7617.664155   -3.807676077    7793.850377   -122.0691118    7849.000925    118.5048273              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            106    7617.664155   -3.807676077    7793.850377   -122.0691118    7849.000925    118.5048273              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            107    7617.664155   -3.807676077    7793.850377   -122.0691118    7849.000925    118.5048273              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            108    7617.664155   -3.807676077    7793.850377   -122.0691118    7849.000925    118.5048273              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            109    7617.664155   -3.807676077    7793.850377   -122.0691118    7849.000925    118.5048273              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            110    7617.664155   -3.807676077    7793.850377   -122.0691118    7849.000925    118.5048273              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            111    7617.664155   -3.807676077    7793.850377   -122.0691118    7849.000925    118.5048273              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            112      7605.3652   -3.902126628     7788.17768   -122.1137857    7844.712986    118.4708047              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            113      7605.3652   -3.902126628     7788.17768   -122.1137857    7844.712986    118.4708047              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
            114      7605.3652   -3.902126628     7788.17768   -122.1137857    7844.712986    118.4708047              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
